Age,,Height (cm),Weight (kg),,Workout Duration (mins),,Heart Rate (bpm),Steps Taken,Distance (km),Workout Intensity,Sleep Hours,Water Intake (liters),Daily Calories Intake,Resting Heart Rate (bpm),VO2 Max,Body Fat (%)
50,,151,104,,65,,167,6205,14.02,High,5.4,1.9,2764,58,38.4,28.5
40,,154,76,,18,,87,18114,11.04,Low,5.8,1.9,2548,82,38.4,28.5
19,,166,86,,68,,120,3088,5.82,High,8.9,1.9,2686,52,38.4,28.5
29,,188,76,,108,,81,12003,7.79,High,8.7,1.9,2163,64,38.4,28.5
42,,154,106,,26,,83,12632,3.01,High,6.6,1.9,1944,61,38.4,28.5
23,,170,71,,48,,154,2235,1.84,High,9.4,1.9,3533,66,38.4,28.5
44,,181,91,,66,,137,14285,4.92,High,4.2,1.9,3036,70,38.4,28.5
30,,160,62,,108,,146,12047,9.49,High,5.3,1.9,3997,59,38.4,28.5
45,,152,50,,26,,130,7332,9.8,Low,4.8,1.9,3583,86,38.4,28.5
26,,152,71,,73,,179,17220,12.6,Medium,6.6,1.9,2680,55,38.4,28.5
42,,154,119,,22,,89,12822,5.37,Medium,8.6,1.9,1813,71,38.4,28.5
55,,160,117,,24,,156,3386,3.56,High,7.5,1.9,2301,50,38.4,28.5
25,,152,78,,34,,176,7564,13.58,Medium,5.3,1.9,2108,56,38.4,28.5
28,,159,110,,63,,103,3485,8.07,Low,5.9,1.9,2172,73,38.4,28.5
26,,195,98,,23,,144,3416,5.68,Medium,5.4,1.9,3172,52,38.4,28.5
41,,194,80,,51,,127,4574,3.11,Low,9.7,1.9,2232,80,38.4,28.5
36,,173,96,,114,,87,11353,9.31,Low,5.8,1.9,3517,85,38.4,28.5
44,,192,64,,79,,172,12568,4.36,High,7.6,1.9,3160,70,38.4,28.5
24,,160,116,,79,,143,14043,8.14,High,4.5,1.9,3815,57,38.4,28.5
25,,190,66,,25,,128,12472,0.88,Medium,4.3,1.9,2865,84,38.4,28.5
58,,157,97,,50,,179,6515,8.37,Medium,8.7,1.9,2863,69,38.4,28.5
39,,184,91,,35,,98,10372,10.98,Low,8.4,1.9,3768,65,38.4,28.5
47,,160,80,,111,,86,8786,9.34,Medium,4.7,1.9,3291,87,38.4,28.5
42,,197,65,,43,,149,17612,9.49,Low,5.8,1.9,3601,76,38.4,28.5
57,,177,53,,62,,161,14598,8.49,High,7.8,1.9,3420,89,38.4,28.5
55,,187,115,,89,,136,11492,1.56,Medium,6.9,1.9,1938,56,38.4,28.5
51,,153,95,,16,,159,18264,13.14,High,4.7,1.9,2046,79,38.4,28.5
59,,156,57,,69,,120,14143,4.49,Low,6.2,1.9,2317,77,38.4,28.5
41,,173,82,,22,,152,9596,12.74,High,5,1.9,3494,57,38.4,28.5
20,,191,84,,85,,140,1175,9.35,High,9.2,1.9,3912,62,38.4,28.5
32,,189,107,,60,,111,17009,7.44,Medium,6.4,1.9,3712,72,38.4,28.5
45,,198,105,,67,,146,10631,8.11,High,5.9,1.9,2011,54,38.4,28.5
52,,189,108,,20,,176,2907,12.35,Low,7.2,1.9,1633,53,38.4,28.5
25,,154,99,,113,,123,3132,2.51,High,9.6,1.9,1870,66,38.4,28.5
57,,176,83,,77,,145,18081,4.4,Low,7.7,1.9,3876,83,38.4,28.5
26,,158,86,,35,,114,2770,6.77,Medium,4.9,1.9,2969,81,38.4,28.5
55,,153,99,,86,,166,4634,7.45,High,8.5,1.9,2160,59,38.4,28.5
33,,170,93,,23,,88,16347,12.7,High,8.6,1.9,3227,74,38.4,28.5
37,,186,54,,76,,143,18928,4.87,High,7.9,1.9,1583,71,38.4,28.5
35,,179,68,,115,,163,18725,8.67,Medium,7.5,1.9,2404,76,38.4,28.5
29,,162,98,,93,,123,6044,0.6,High,4.8,1.9,2585,78,38.4,28.5
49,,171,54,,40,,131,15839,9.24,Medium,7.7,1.9,3694,68,38.4,28.5
23,,178,92,,72,,120,12908,5.03,Low,4.1,1.9,1604,55,38.4,28.5
19,,164,79,,84,,104,9545,1.47,Low,4.6,1.9,1668,75,38.4,28.5
43,,198,119,,21,,177,19291,3.45,High,6.2,1.9,3901,51,38.4,28.5
29,,182,98,,101,,131,12490,8.29,Medium,5.3,1.9,3763,74,38.4,28.5
52,,156,116,,70,,148,3953,1.24,Low,7.6,1.9,3238,82,38.4,28.5
29,,166,91,,21,,137,9505,3.9,Low,9.5,1.9,3843,85,38.4,28.5
51,,180,110,,59,,112,11187,2.21,High,6.3,1.9,1584,75,38.4,28.5
47,,178,70,,53,,124,3486,2.44,Low,10,1.9,2036,84,38.4,28.5
33,,182,79,,104,,141,1109,5.85,Low,8.3,1.9,3295,74,38.4,28.5
46,,172,74,,51,,171,8164,8.66,Low,4.5,1.9,2448,59,38.4,28.5
47,,187,111,,14,,176,15636,2.73,Medium,9.8,1.9,3191,69,38.4,28.5
35,,151,51,,63,,109,9485,4.79,Medium,9.2,1.9,2573,71,38.4,28.5
28,,175,89,,48,,102,19231,8.9,Medium,9.8,1.9,2537,77,38.4,28.5
35,,173,107,,93,,106,8688,9.91,Low,4.8,1.9,3099,58,38.4,28.5
37,,183,92,,60,,118,9918,10.03,Medium,6,1.9,1511,85,38.4,28.5
40,,175,78,,80,,131,13865,5.18,Low,5.2,1.9,3458,73,38.4,28.5
50,,181,107,,14,,94,11710,3.83,Low,9.7,1.9,3105,53,38.4,28.5
34,,174,65,,80,,153,8384,8.49,High,7.4,1.9,1672,66,38.4,28.5
50,,171,67,,83,,172,19132,6.71,Low,6.1,1.9,2209,56,38.4,28.5
44,,174,114,,23,,128,12728,5.05,Low,7.5,1.9,2643,78,38.4,28.5
45,,179,65,,60,,112,17642,9,Medium,6,1.9,2082,86,38.4,28.5
42,,151,117,,68,,149,19911,4.4,High,9.6,1.9,2110,73,38.4,28.5
54,,180,111,,61,,105,3993,13.44,Low,6.9,1.9,3076,52,38.4,28.5
47,,164,107,,83,,101,13088,6.53,Low,6.3,1.9,3127,52,38.4,28.5
59,,170,82,,65,,174,13141,13.89,Low,9.4,1.9,3291,73,38.4,28.5
43,,155,109,,21,,115,17244,3.74,High,6.4,1.9,3491,67,38.4,28.5
33,,169,90,,49,,95,11618,10.08,Medium,7.2,1.9,3064,56,38.4,28.5
20,,183,119,,33,,122,14867,4.4,Medium,5.2,1.9,2901,81,38.4,28.5
40,,198,50,,95,,85,18724,13.53,High,5.4,1.9,1832,78,38.4,28.5
33,,180,105,,60,,101,10799,7.01,Low,9,1.9,1999,87,38.4,28.5
29,,184,90,,59,,157,12754,10.73,Medium,5.7,1.9,1619,63,38.4,28.5
18,,163,65,,59,,155,18728,5.42,High,5.8,1.9,3497,56,38.4,28.5
56,,163,92,,94,,147,11353,6.56,High,8.8,1.9,3688,73,38.4,28.5
40,,198,107,,33,,96,16297,1.08,Low,6.3,1.9,2145,70,38.4,28.5
21,,158,117,,17,,172,13424,3.67,Medium,5.8,1.9,3526,79,38.4,28.5
42,,155,96,,74,,99,10986,1.59,High,7.1,1.9,2489,54,38.4,28.5
28,,175,116,,99,,104,6542,2.09,Low,8.2,1.9,2571,56,38.4,28.5
59,,195,78,,56,,179,19425,1.11,High,6.2,1.9,3964,60,38.4,28.5
25,,173,97,,61,,103,14222,8.16,High,5.5,1.9,2731,51,38.4,28.5
48,,167,54,,36,,102,18101,5,Medium,4,1.9,1716,66,38.4,28.5
41,,163,82,,26,,94,17515,4.9,Low,7.9,1.9,1917,57,38.4,28.5
53,,196,62,,100,,171,12553,4.84,High,8.8,1.9,3262,72,38.4,28.5
18,,192,82,,16,,113,17003,4.46,High,5.8,1.9,3808,74,38.4,28.5
55,,198,51,,101,,157,1686,2.87,Low,7.2,1.9,2598,73,38.4,28.5
47,,174,116,,10,,141,10399,6.28,High,8.5,1.9,2415,66,38.4,28.5
21,,164,73,,38,,157,15868,7.78,Low,6.5,1.9,3295,77,38.4,28.5
57,,162,88,,11,,143,11905,2.05,Low,9.7,1.9,2527,77,38.4,28.5
32,,178,79,,72,,123,5106,7.81,High,6.9,1.9,3170,54,38.4,28.5
26,,181,66,,44,,81,6453,14.23,High,7.3,1.9,1634,57,38.4,28.5
54,,163,93,,62,,150,17249,13.14,Medium,4.6,1.9,3443,52,38.4,28.5
26,,175,112,,34,,134,14904,6.5,High,9.5,1.9,1598,56,38.4,28.5
24,,156,92,,14,,136,1134,1.44,Low,5.7,1.9,3120,53,38.4,28.5
44,,191,102,,24,,114,6134,2.65,Low,4.4,1.9,2448,81,38.4,28.5
55,,166,101,,110,,162,19678,13.62,Low,8.1,1.9,3422,70,38.4,28.5
49,,165,83,,24,,164,14262,6.86,High,5.9,1.9,2202,57,38.4,28.5
53,,155,102,,35,,89,8681,5.62,High,5.6,1.9,3839,89,38.4,28.5
39,,171,106,,38,,172,14155,13.44,Medium,6.1,1.9,2811,64,38.4,28.5
56,,164,108,,55,,176,17967,14.95,Low,7.8,1.9,2486,78,38.4,28.5
38,,166,57,,21,,102,3047,5.29,High,9.2,1.9,1789,79,38.4,28.5
31,,196,96,,68,,176,1124,1.3,High,4.7,1.9,3578,70,38.4,28.5
32,,191,62,,46,,102,1873,7.74,High,4.2,1.9,2089,80,38.4,28.5
28,,168,95,,79,,111,1241,7.29,Low,8.7,1.9,2878,50,38.4,28.5
25,,198,103,,59,,177,15283,13.51,Medium,10,1.9,2258,85,38.4,28.5
37,,186,94,,35,,155,19104,3.25,Low,9.3,1.9,3434,71,38.4,28.5
46,,183,110,,23,,157,8467,2.64,Medium,9.4,1.9,2565,65,38.4,28.5
48,,150,70,,41,,103,16345,12.78,High,4.5,1.9,1625,65,38.4,28.5
39,,180,79,,96,,80,5181,3.71,Medium,4.8,1.9,3727,81,38.4,28.5
48,,158,53,,12,,127,3339,6.29,Medium,7.1,1.9,3761,79,38.4,28.5
34,,162,56,,105,,178,8773,4.26,High,8.6,1.9,3881,64,38.4,28.5
21,,163,102,,42,,126,17598,4.94,Low,8.1,1.9,3560,57,38.4,28.5
33,,192,111,,81,,160,15437,1.11,Medium,4.8,1.9,3383,56,38.4,28.5
54,,164,88,,33,,121,6266,6.35,Medium,9.4,1.9,2578,53,38.4,28.5
29,,151,101,,54,,134,9460,2.82,Low,9.9,1.9,3777,72,38.4,28.5
41,,167,115,,103,,156,10753,2.61,Low,6.8,1.9,2901,69,38.4,28.5
49,,155,51,,11,,141,15488,6.6,High,7.9,1.9,2214,52,38.4,28.5
26,,173,83,,26,,136,16715,7.16,Low,5.9,1.9,2421,67,38.4,28.5
47,,163,56,,97,,145,3882,14.05,Medium,6.1,1.9,3840,83,38.4,28.5
47,,164,82,,28,,133,3777,5.12,Low,4.1,1.9,2752,78,38.4,28.5
55,,156,102,,31,,163,14336,12.33,Medium,4.9,1.9,1651,79,38.4,28.5
36,,160,64,,23,,109,13555,7.61,Low,7.3,1.9,3861,65,38.4,28.5
24,,185,117,,60,,92,16625,1.04,High,5.9,1.9,2660,59,38.4,28.5
20,,195,105,,115,,161,2291,14.95,High,9.6,1.9,2943,86,38.4,28.5
42,,187,86,,92,,157,7541,13.04,High,6.8,1.9,2634,85,38.4,28.5
27,,186,71,,15,,173,13071,5.01,Low,5.1,1.9,1628,59,38.4,28.5
28,,182,84,,10,,161,6432,8.84,Medium,7.3,1.9,1751,88,38.4,28.5
45,,163,112,,79,,121,16401,5.09,Low,6.9,1.9,3788,73,38.4,28.5
55,,167,85,,75,,146,11076,5.84,High,7.6,1.9,3923,53,38.4,28.5
22,,183,75,,115,,168,1059,1.04,Medium,4.1,1.9,3472,81,38.4,28.5
21,,150,117,,29,,159,11727,9.19,High,5.1,1.9,2041,62,38.4,28.5
39,,164,77,,109,,150,1948,3.2,High,4.1,1.9,2332,60,38.4,28.5
35,,159,51,,64,,84,10830,2.59,Medium,9.8,1.9,1756,66,38.4,28.5
30,,151,87,,33,,93,5429,10.51,Low,5,1.9,2754,66,38.4,28.5
29,,182,78,,12,,84,15392,1.55,Low,9.6,1.9,2252,74,38.4,28.5
25,,166,104,,17,,136,16195,1.02,High,6.7,1.9,3182,63,38.4,28.5
49,,176,73,,15,,114,19480,8.36,Medium,6.2,1.9,2329,61,38.4,28.5
30,,181,114,,69,,145,13629,14.8,Medium,9.8,1.9,2272,81,38.4,28.5
50,,191,79,,89,,145,13261,7.98,High,5.4,1.9,2858,79,38.4,28.5
39,,183,111,,37,,113,4049,11.62,Medium,9.5,1.9,2625,67,38.4,28.5
42,,190,88,,38,,127,5986,7.45,High,6.2,1.9,3660,87,38.4,28.5
26,,190,57,,92,,146,3050,2.94,Medium,6.9,1.9,3826,68,38.4,28.5
19,,150,101,,38,,114,5702,6.39,Medium,7.2,1.9,2130,60,38.4,28.5
46,,161,114,,71,,121,8296,12.34,Medium,4.7,1.9,2124,57,38.4,28.5
42,,163,79,,81,,115,19006,1.17,Medium,9.5,1.9,3094,59,38.4,28.5
34,,197,73,,117,,171,10383,3.06,Medium,5.5,1.9,3902,51,38.4,28.5
53,,155,61,,72,,99,4223,14.04,Low,5,1.9,2525,67,38.4,28.5
46,,159,62,,72,,152,13979,11.61,Low,6.1,1.9,3671,81,38.4,28.5
23,,184,63,,21,,143,4988,14.71,Medium,4.7,1.9,3645,50,38.4,28.5
20,,199,94,,118,,97,13320,3.55,High,6.3,1.9,3285,71,38.4,28.5
58,,179,103,,84,,111,8127,3.75,Low,8.8,1.9,1846,73,38.4,28.5
50,,196,70,,44,,93,15556,13.13,Medium,4.5,1.9,2870,55,38.4,28.5
36,,169,101,,119,,92,11946,12.52,Low,8.2,1.9,2373,55,38.4,28.5
38,,195,81,,13,,176,13922,3.06,Medium,8.7,1.9,3974,50,38.4,28.5
34,,166,59,,118,,130,13871,2.9,High,7.4,1.9,1789,83,38.4,28.5
51,,185,114,,65,,151,11920,3.9,High,7.5,1.9,3660,85,38.4,28.5
54,,185,51,,58,,110,16711,14.35,Low,8,1.9,3084,85,38.4,28.5
34,,164,96,,43,,147,1003,2.44,Medium,6.5,1.9,2202,84,38.4,28.5
30,,195,66,,24,,175,17460,14.14,Low,9.9,1.9,3759,89,38.4,28.5
39,,163,76,,100,,97,18039,11.7,Medium,4.6,1.9,1924,63,38.4,28.5
28,,169,114,,61,,143,15009,14.21,High,6.8,1.9,1834,80,38.4,28.5
21,,158,93,,63,,107,11686,13.48,High,6.9,1.9,3709,57,38.4,28.5
53,,181,110,,68,,102,9701,4.54,Low,4.6,1.9,2106,56,38.4,28.5
21,,156,99,,53,,119,6133,14.46,High,8.7,1.9,3631,56,38.4,28.5
33,,193,107,,41,,117,17782,9.61,Low,6.5,1.9,2988,56,38.4,28.5
34,,179,109,,85,,146,18115,13.15,Low,6.8,1.9,3026,73,38.4,28.5
49,,181,110,,115,,104,19468,9.31,Low,6.6,1.9,2162,86,38.4,28.5
46,,180,105,,117,,127,4737,8.73,Medium,10,1.9,3732,53,38.4,28.5
44,,157,100,,44,,156,16585,6.89,Medium,4.7,1.9,3299,75,38.4,28.5
49,,196,57,,25,,92,14499,1.26,Low,7.2,1.9,2940,83,38.4,28.5
44,,192,113,,108,,170,10239,7.28,Medium,9,1.9,1500,80,38.4,28.5
27,,184,109,,64,,140,8483,2.62,Low,4.5,1.9,2333,70,38.4,28.5
18,,199,75,,46,,111,14092,10.24,Low,9.6,1.9,2556,55,38.4,28.5
48,,185,106,,106,,157,4120,14.73,High,9,1.9,3991,71,38.4,28.5
53,,159,91,,77,,151,8874,5.72,Low,4.6,1.9,2632,65,38.4,28.5
22,,190,119,,41,,144,4060,2.18,Low,8.8,1.9,3000,68,38.4,28.5
44,,190,93,,108,,179,11825,6.77,Low,8.5,1.9,2661,52,38.4,28.5
39,,152,59,,52,,143,4739,14.63,Medium,6.1,1.9,3620,67,38.4,28.5
55,,189,55,,73,,160,16638,14.94,High,7.2,1.9,2408,61,38.4,28.5
27,,199,64,,47,,137,1631,5.49,High,4.6,1.9,3388,89,38.4,28.5
51,,162,58,,50,,91,5887,1.16,High,5.2,1.9,2480,53,38.4,28.5
45,,151,100,,95,,122,10478,2.18,Low,7.4,1.9,2874,53,38.4,28.5
57,,151,97,,104,,114,11991,11.07,High,4.1,1.9,2816,79,38.4,28.5
23,,186,61,,18,,80,8062,1.1,Medium,6.1,1.9,2180,78,38.4,28.5
54,,178,118,,93,,109,5656,3.33,High,6.8,1.9,1804,71,38.4,28.5
38,,199,59,,73,,129,16683,10.75,Low,8.7,1.9,3880,64,38.4,28.5
35,,188,54,,38,,127,18563,12.56,Low,8.9,1.9,3973,60,38.4,28.5
29,,194,52,,100,,110,19477,10.85,High,7.9,1.9,1675,65,38.4,28.5
29,,193,105,,101,,173,10768,7.52,Low,7.8,1.9,1958,61,38.4,28.5
26,,192,98,,39,,154,8452,4.24,Low,5.6,1.9,1848,82,38.4,28.5
30,,186,110,,94,,141,10718,1.91,High,4.6,1.9,3367,70,38.4,28.5
40,,183,106,,22,,127,8045,5.67,High,4.2,1.9,3615,60,38.4,28.5
19,,192,73,,62,,133,11827,5.35,High,6.2,1.9,1684,51,38.4,28.5
34,,182,52,,105,,101,4318,5.44,Low,8.7,1.9,2952,67,38.4,28.5
27,,173,116,,102,,85,11071,13.35,Medium,8.7,1.9,2705,65,38.4,28.5
26,,177,85,,115,,164,9226,1.07,Low,9.6,1.9,1503,58,38.4,28.5
20,,157,117,,20,,179,19581,11.08,High,4.3,1.9,3691,54,38.4,28.5
37,,179,119,,115,,95,19313,6.37,Medium,7.7,1.9,1918,62,38.4,28.5
44,,164,111,,108,,145,10313,7.34,Low,8.7,1.9,2424,62,38.4,28.5
49,,162,63,,39,,151,13640,6.44,High,4.9,1.9,2045,52,38.4,28.5
21,,152,56,,20,,137,11660,4.35,High,7.2,1.9,3516,79,38.4,28.5
25,,170,112,,104,,140,2819,9.88,Medium,8.4,1.9,3083,69,38.4,28.5
46,,184,94,,75,,153,11258,5.14,Low,4.5,1.9,2918,87,38.4,28.5
56,,170,71,,64,,163,1267,10.98,High,9.3,1.9,1501,61,38.4,28.5
56,,152,69,,109,,174,4705,14.35,Medium,5.6,1.9,2867,60,38.4,28.5
19,,179,60,,79,,178,3406,5.05,Medium,5,1.9,2803,58,38.4,28.5
54,,159,116,,119,,158,13733,0.7,Low,8.9,1.9,3311,74,38.4,28.5
51,,165,92,,17,,98,13611,14.44,High,6.5,1.9,1764,60,38.4,28.5
38,,172,65,,31,,173,14571,2.59,High,5.6,1.9,2838,78,38.4,28.5
38,,162,119,,106,,150,16563,10.76,Low,8.1,1.9,3331,61,38.4,28.5
23,,194,105,,114,,177,10731,6.1,Low,7.9,1.9,3550,86,38.4,28.5
49,,170,83,,113,,150,16788,3.11,Low,4.5,1.9,3475,84,38.4,28.5
29,,197,87,,27,,132,3070,12.66,Low,8,1.9,2622,87,38.4,28.5
46,,158,97,,12,,177,7334,9.59,Medium,8.3,1.9,2619,50,38.4,28.5
30,,166,87,,64,,151,10909,10.03,Low,6.9,1.9,2866,87,38.4,28.5
29,,160,75,,68,,88,2238,1.53,Low,9.5,1.9,2521,84,38.4,28.5
22,,187,107,,83,,117,2147,4.13,High,8.1,1.9,3619,64,38.4,28.5
40,,195,58,,47,,132,16824,14.36,Medium,7.5,1.9,1733,55,38.4,28.5
23,,180,65,,119,,88,1588,10.28,High,5.3,1.9,2154,62,38.4,28.5
54,,184,70,,66,,142,6918,13.14,Medium,6.2,1.9,1618,57,38.4,28.5
58,,172,119,,113,,81,2117,5.44,Low,4.3,1.9,3298,56,38.4,28.5
56,,160,88,,51,,158,6483,13.53,High,9.1,1.9,2404,70,38.4,28.5
26,,172,119,,102,,152,6894,5.04,Low,9.9,1.9,3674,84,38.4,28.5
30,,194,99,,41,,151,18277,12.29,Low,5.6,1.9,1939,75,38.4,28.5
32,,187,91,,27,,89,8471,14.54,Low,4.3,1.9,2791,57,38.4,28.5
49,,174,90,,15,,167,16790,12.43,Low,8.6,1.9,3632,67,38.4,28.5
50,,180,82,,114,,170,11788,1.48,High,9.6,1.9,2440,74,38.4,28.5
25,,171,116,,18,,109,10385,10.51,Medium,5.9,1.9,3723,78,38.4,28.5
34,,197,66,,101,,127,14393,14.96,High,7,1.9,3210,69,38.4,28.5
47,,196,67,,36,,172,16819,7.17,High,8.1,1.9,2957,66,38.4,28.5
41,,197,91,,23,,155,17601,8.29,Low,4.9,1.9,2246,50,38.4,28.5
19,,184,72,,70,,114,3954,1.52,High,9.6,1.9,2860,88,38.4,28.5
31,,165,109,,10,,90,5497,3.71,Low,6.4,1.9,1696,78,38.4,28.5
33,,156,62,,90,,129,15061,5.7,High,8.1,1.9,2403,82,38.4,28.5
40,,154,92,,10,,130,6889,5.32,High,6.2,1.9,3460,67,38.4,28.5
29,,188,64,,46,,80,19409,6.05,High,4.9,1.9,3636,80,38.4,28.5
35,,172,52,,114,,108,14577,10.91,High,5.3,1.9,3897,75,38.4,28.5
47,,190,72,,48,,84,7283,10.24,High,8.3,1.9,2875,54,38.4,28.5
52,,164,100,,84,,120,16726,11.25,High,5.5,1.9,3676,77,38.4,28.5
38,,162,62,,104,,179,12644,5.06,Low,7.1,1.9,2560,69,38.4,28.5
44,,192,51,,46,,97,19813,8.97,Low,5.6,1.9,2576,74,38.4,28.5
22,,194,51,,51,,105,3681,12.76,Medium,4.9,1.9,1711,84,38.4,28.5
49,,195,91,,78,,110,11613,1.25,Low,7.2,1.9,1608,81,38.4,28.5
34,,189,83,,20,,142,17981,14.38,High,5.2,1.9,3349,85,38.4,28.5
46,,194,51,,12,,165,19668,6.35,Low,6.2,1.9,1749,81,38.4,28.5
33,,165,84,,119,,159,2271,9.38,High,8.5,1.9,3763,51,38.4,28.5
25,,177,104,,71,,101,17743,11.13,Low,6.4,1.9,2885,71,38.4,28.5
37,,158,91,,111,,176,8178,13.9,Low,7.8,1.9,2984,74,38.4,28.5
59,,189,59,,93,,100,13278,3.78,Low,6.9,1.9,3495,85,38.4,28.5
44,,172,76,,86,,163,9300,11.32,Low,8.6,1.9,2319,58,38.4,28.5
42,,156,116,,35,,121,6746,13.74,Medium,4.4,1.9,2555,86,38.4,28.5
56,,157,87,,80,,96,1975,10.72,Low,4.4,1.9,1559,89,38.4,28.5
29,,159,50,,116,,84,10979,3.52,Low,7.2,1.9,3238,50,38.4,28.5
39,,197,65,,88,,124,18715,12.95,Medium,8.3,1.9,1676,87,38.4,28.5
31,,166,99,,70,,132,17249,12.9,Medium,9.3,1.9,3263,75,38.4,28.5
22,,167,62,,54,,83,19397,0.71,Low,9.4,1.9,3477,87,38.4,28.5
47,,173,72,,45,,100,9208,12.77,High,6.7,1.9,2265,55,38.4,28.5
32,,186,85,,63,,105,12927,10.28,High,9.7,1.9,3966,56,38.4,28.5
24,,152,83,,41,,171,1682,11.23,Medium,5.2,1.9,3896,89,38.4,28.5
59,,174,71,,17,,109,2379,2.8,High,4.6,1.9,3517,73,38.4,28.5
34,,180,60,,118,,166,13495,8.41,Medium,9.7,1.9,3526,51,38.4,28.5
55,,172,117,,64,,172,13990,4.56,Low,6.5,1.9,1729,52,38.4,28.5
40,,199,100,,11,,108,18934,10.61,Medium,6.7,1.9,3169,76,38.4,28.5
38,,154,67,,70,,84,19342,0.83,Medium,9.4,1.9,1705,79,38.4,28.5
24,,185,66,,36,,99,1387,5.12,Medium,5.3,1.9,1712,77,38.4,28.5
32,,199,77,,40,,84,15514,9.41,Low,5.9,1.9,1758,72,38.4,28.5
54,,150,119,,38,,94,6112,2.32,High,5.5,1.9,3330,88,38.4,28.5
30,,158,102,,29,,177,10020,14.75,Low,9,1.9,2878,61,38.4,28.5
18,,157,71,,75,,93,11986,3.77,Low,8.7,1.9,2635,56,38.4,28.5
53,,194,105,,78,,169,13072,10.89,Medium,6,1.9,2449,55,38.4,28.5
43,,156,64,,96,,138,12383,4.88,Low,5.4,1.9,3039,78,38.4,28.5
47,,166,85,,43,,133,17859,13.66,Medium,8.4,1.9,3749,71,38.4,28.5
25,,160,87,,78,,147,3398,1.77,Low,6.1,1.9,2913,58,38.4,28.5
46,,155,52,,48,,172,17973,3.34,Medium,5.8,1.9,3147,75,38.4,28.5
58,,151,62,,60,,82,12825,5.5,Medium,9.4,1.9,3772,76,38.4,28.5
32,,179,93,,29,,173,9953,11.45,High,9.1,1.9,3133,54,38.4,28.5
31,,161,56,,44,,108,10621,2.9,Medium,6.4,1.9,3010,50,38.4,28.5
39,,195,63,,10,,163,7545,10.51,Medium,5.5,1.9,2565,64,38.4,28.5
32,,170,105,,16,,143,6913,4.93,Low,5.9,1.9,3024,85,38.4,28.5
43,,161,103,,74,,89,10038,7.02,Low,6.8,1.9,3510,70,38.4,28.5
37,,187,96,,62,,99,4356,11.51,Medium,4.3,1.9,2345,76,38.4,28.5
28,,191,101,,60,,116,4698,2.38,Medium,4.2,1.9,3795,78,38.4,28.5
59,,164,72,,50,,102,7499,10.78,Low,4.9,1.9,2018,68,38.4,28.5
49,,172,54,,101,,149,17803,12.6,Low,6.9,1.9,1853,56,38.4,28.5
41,,172,85,,58,,94,6844,6.38,Low,8,1.9,1678,55,38.4,28.5
48,,160,58,,65,,176,19954,10.96,High,5.7,1.9,1565,60,38.4,28.5
31,,185,82,,16,,112,7220,12.47,High,6.4,1.9,1651,74,38.4,28.5
58,,175,73,,62,,122,5345,12.91,High,8,1.9,3539,80,38.4,28.5
55,,185,87,,40,,88,7145,6.15,Low,9.7,1.9,2817,58,38.4,28.5
43,,189,51,,92,,138,17149,4.08,High,7.5,1.9,2416,51,38.4,28.5
33,,188,51,,82,,178,7679,0.77,Low,4,1.9,1755,57,38.4,28.5
25,,187,102,,84,,173,6973,3.74,Medium,5.9,1.9,1921,51,38.4,28.5
47,,179,101,,12,,174,12837,13.45,Low,7.9,1.9,3788,79,38.4,28.5
56,,181,70,,89,,85,3982,10.14,Low,6.6,1.9,2625,87,38.4,28.5
47,,157,116,,74,,177,19905,9.51,High,5.7,1.9,2467,83,38.4,28.5
20,,166,62,,61,,88,2114,2.96,High,9.5,1.9,3175,71,38.4,28.5
50,,199,110,,77,,115,12973,5.9,Low,4.5,1.9,2044,86,38.4,28.5
29,,194,52,,27,,144,14240,4.84,Low,8.4,1.9,3729,71,38.4,28.5
44,,171,118,,81,,151,13528,4.46,Low,9.4,1.9,3199,78,38.4,28.5
24,,187,56,,42,,117,4150,14.89,Medium,7.7,1.9,2243,71,38.4,28.5
43,,171,117,,111,,91,19487,3.6,Medium,7.8,1.9,2945,50,38.4,28.5
23,,163,55,,15,,150,12731,10.13,High,9.8,1.9,1797,59,38.4,28.5
57,,178,114,,16,,101,10236,6.56,High,9.9,1.9,3965,74,38.4,28.5
43,,161,78,,23,,131,12470,11.11,Low,7,1.9,1858,75,38.4,28.5
46,,187,95,,90,,161,19180,6.14,Low,5.2,1.9,1983,79,38.4,28.5
23,,198,113,,106,,153,19156,6.46,Medium,7.9,1.9,3479,58,38.4,28.5
46,,174,106,,117,,102,13566,2.18,Low,5,1.9,2769,73,38.4,28.5
53,,153,88,,11,,175,16647,8.64,Medium,6.8,1.9,3795,77,38.4,28.5
50,,162,118,,98,,141,3830,0.56,Medium,5.6,1.9,1992,67,38.4,28.5
52,,196,106,,104,,86,17474,12.41,Medium,4.1,1.9,3493,52,38.4,28.5
56,,164,68,,58,,93,18637,14.32,Low,9.7,1.9,2684,77,38.4,28.5
34,,162,97,,94,,112,5652,14.76,Low,6.4,1.9,3218,50,38.4,28.5
35,,150,77,,41,,138,7144,10.47,Low,5.4,1.9,3617,65,38.4,28.5
58,,153,64,,89,,163,14981,13.36,Medium,7.7,1.9,2533,85,38.4,28.5
24,,172,93,,89,,91,14229,9.47,Medium,9.4,1.9,2663,76,38.4,28.5
27,,182,98,,85,,118,13687,11.49,Medium,4.9,1.9,1656,81,38.4,28.5
